Iteration, Lambda, VLM Invoked, Phase, Num Frames
332, 0.188, False, Visual Guidance Active (λ=0.19, VLM invocation probability: 19%), 0
333, 0.187, False, Visual Guidance Active (λ=0.19, VLM invocation probability: 19%), 0
334, 0.187, False, Visual Guidance Active (λ=0.19, VLM invocation probability: 19%), 0
335, 0.186, False, Visual Guidance Active (λ=0.19, VLM invocation probability: 19%), 0
336, 0.185, False, Visual Guidance Active (λ=0.18, VLM invocation probability: 18%), 0
337, 0.184, False, Visual Guidance Active (λ=0.18, VLM invocation probability: 18%), 0
338, 0.183, True, Visual Guidance Active (λ=0.18, VLM invocation probability: 18%), 9
339, 0.182, False, Visual Guidance Active (λ=0.18, VLM invocation probability: 18%), 0
340, 0.181, False, Visual Guidance Active (λ=0.18, VLM invocation probability: 18%), 0
341, 0.180, False, Visual Guidance Active (λ=0.18, VLM invocation probability: 18%), 0
342, 0.179, True, Visual Guidance Active (λ=0.18, VLM invocation probability: 18%), 15
343, 0.178, True, Visual Guidance Active (λ=0.18, VLM invocation probability: 18%), 17
344, 0.177, False, Visual Guidance Active (λ=0.18, VLM invocation probability: 18%), 0
345, 0.177, False, Visual Guidance Active (λ=0.18, VLM invocation probability: 18%), 0
346, 0.176, False, Visual Guidance Active (λ=0.18, VLM invocation probability: 18%), 0
347, 0.175, False, Visual Guidance Active (λ=0.17, VLM invocation probability: 17%), 0
348, 0.174, False, Visual Guidance Active (λ=0.17, VLM invocation probability: 17%), 0
349, 0.173, False, Visual Guidance Active (λ=0.17, VLM invocation probability: 17%), 0
350, 0.172, False, Visual Guidance Active (λ=0.17, VLM invocation probability: 17%), 0
351, 0.171, True, Visual Guidance Active (λ=0.17, VLM invocation probability: 17%), 12
352, 0.170, False, Visual Guidance Active (λ=0.17, VLM invocation probability: 17%), 0
353, 0.170, False, Visual Guidance Active (λ=0.17, VLM invocation probability: 17%), 0
354, 0.169, False, Visual Guidance Active (λ=0.17, VLM invocation probability: 17%), 0
355, 0.168, False, Visual Guidance Active (λ=0.17, VLM invocation probability: 17%), 0
356, 0.167, False, Visual Guidance Active (λ=0.17, VLM invocation probability: 17%), 0
357, 0.166, False, Visual Guidance Active (λ=0.17, VLM invocation probability: 17%), 0
358, 0.165, False, Visual Guidance Active (λ=0.17, VLM invocation probability: 17%), 0
359, 0.165, False, Visual Guidance Active (λ=0.16, VLM invocation probability: 16%), 0
360, 0.164, False, Visual Guidance Active (λ=0.16, VLM invocation probability: 16%), 0
361, 0.163, True, Visual Guidance Active (λ=0.16, VLM invocation probability: 16%), 14
362, 0.162, True, Visual Guidance Active (λ=0.16, VLM invocation probability: 16%), 14
363, 0.161, True, Visual Guidance Active (λ=0.16, VLM invocation probability: 16%), 21
364, 0.160, False, Visual Guidance Active (λ=0.16, VLM invocation probability: 16%), 0
365, 0.160, False, Visual Guidance Active (λ=0.16, VLM invocation probability: 16%), 0
366, 0.159, True, Visual Guidance Active (λ=0.16, VLM invocation probability: 16%), 19
367, 0.158, True, Visual Guidance Active (λ=0.16, VLM invocation probability: 16%), 14
368, 0.157, False, Visual Guidance Active (λ=0.16, VLM invocation probability: 16%), 0
369, 0.157, False, Visual Guidance Active (λ=0.16, VLM invocation probability: 16%), 0
370, 0.156, False, Visual Guidance Active (λ=0.16, VLM invocation probability: 16%), 0
371, 0.155, False, Visual Guidance Active (λ=0.15, VLM invocation probability: 15%), 0
372, 0.154, False, Visual Guidance Active (λ=0.15, VLM invocation probability: 15%), 0
373, 0.153, False, Visual Guidance Active (λ=0.15, VLM invocation probability: 15%), 0
374, 0.153, True, Visual Guidance Active (λ=0.15, VLM invocation probability: 15%), 13
375, 0.152, False, Visual Guidance Active (λ=0.15, VLM invocation probability: 15%), 0
376, 0.151, False, Visual Guidance Active (λ=0.15, VLM invocation probability: 15%), 0
377, 0.150, True, Visual Guidance Active (λ=0.15, VLM invocation probability: 15%), 16
378, 0.150, False, Visual Guidance Active (λ=0.15, VLM invocation probability: 15%), 0
379, 0.149, False, Visual Guidance Active (λ=0.15, VLM invocation probability: 15%), 0
380, 0.148, False, Visual Guidance Active (λ=0.15, VLM invocation probability: 15%), 0
381, 0.147, False, Visual Guidance Active (λ=0.15, VLM invocation probability: 15%), 0
382, 0.147, False, Visual Guidance Active (λ=0.15, VLM invocation probability: 15%), 0
383, 0.146, False, Visual Guidance Active (λ=0.15, VLM invocation probability: 15%), 0
384, 0.145, False, Visual Guidance Active (λ=0.15, VLM invocation probability: 15%), 0
385, 0.144, True, Visual Guidance Active (λ=0.14, VLM invocation probability: 14%), 21
386, 0.144, False, Visual Guidance Active (λ=0.14, VLM invocation probability: 14%), 0
387, 0.143, False, Visual Guidance Active (λ=0.14, VLM invocation probability: 14%), 0
388, 0.142, False, Visual Guidance Active (λ=0.14, VLM invocation probability: 14%), 0
389, 0.142, False, Visual Guidance Active (λ=0.14, VLM invocation probability: 14%), 0
390, 0.141, False, Visual Guidance Active (λ=0.14, VLM invocation probability: 14%), 0
391, 0.140, True, Visual Guidance Active (λ=0.14, VLM invocation probability: 14%), 21
392, 0.139, False, Visual Guidance Active (λ=0.14, VLM invocation probability: 14%), 0
393, 0.139, False, Visual Guidance Active (λ=0.14, VLM invocation probability: 14%), 0
394, 0.138, False, Visual Guidance Active (λ=0.14, VLM invocation probability: 14%), 0
395, 0.137, False, Visual Guidance Active (λ=0.14, VLM invocation probability: 14%), 0
396, 0.137, False, Visual Guidance Active (λ=0.14, VLM invocation probability: 14%), 0
397, 0.136, False, Visual Guidance Active (λ=0.14, VLM invocation probability: 14%), 0
398, 0.135, False, Visual Guidance Active (λ=0.14, VLM invocation probability: 14%), 0
399, 0.135, False, Visual Guidance Active (λ=0.13, VLM invocation probability: 13%), 0
